id	joke
482	What is the hardest part about sky diving? The ground.
483	Why did the cowboy have a weiner dog? Somebody told him to get a long little doggy.
484	"My friend keeps telling me ""Cheer up. You aren't stuck in a deep hole in the ground, filled with water.""
I know he means well."
485	Who did the wizard marry? His ghoul-friend
486	"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
487	I ordered a chicken and an egg from Amazon. I'll let you know.
488	Ever wondered why bees hum? It's because they don't know the words.
489	How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?
490	There's not really any training for garbagemen. They just pick things up as they go.
491	Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
492	I was shocked when I was diagnosed as colorblind... It came out of the purple.
493	How come the stadium got hot after the game? Because all of the fans left.
494	Where does astronauts hangout after work? At the spacebar.
495	What do you call a bear with no teeth? A gummy bear!
496	I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
497	What do you call your friend who stands in a hole? Phil.
498	A doll was recently found dead in a rice paddy. It's the only known instance of a nick nack paddy wack.
499	How do you tell the difference between a crocodile and an alligator? You will see one later and one in a while.
500	What do you call a fake noodle? An impasta.
501	The word queue is ironic. It's just q with a bunch of silent letters waiting in line.
502	What do you call a droid that takes the long way around? R2 detour.
503	What's the best thing about elevator jokes? They work on so many levels.
504	Where do rabbits go after they get married? On a bunny-moon.
505	Why do cows wear bells? Because their horns don't work.
506	"Two fish are in a tank, one turns to the other and says, ""how do you drive this thing?"""
507	"I finally bought the limited edition Thesaurus that I've always wanted. When I opened it, all the pages were blank.
I have no words to describe how angry I am."
508	This is my step ladder. I never knew my real ladder.
509	I was thinking about moving to Moscow but there is no point Russian into things.
510	A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
511	"It's been months since I bought the book ""how to scam people online"". It still hasn't turned up."
512	Why is it a bad idea to iron your four-leaf clover? Cause you shouldn't press your luck.
513	I got an A on my origami assignment when I turned my paper into my teacher
514	What did the fish say when it swam into a wall? Damn!
515	I accidentally drank a bottle of invisible ink. Now I’m in hospital, waiting to be seen.
516	Why does Waldo only wear stripes? Because he doesn't want to be spotted.
517	My New Years resolution is to stop leaving things so late.
518	Why did the scarecrow win an award? Because he was outstanding in his field.
519	Americans can't switch from pounds to kilograms overnight. That would cause mass confusion.
520	An apple a day keeps the bullies away. If you throw it hard enough.
521	Why does Superman get invited to dinners? Because he is a Supperhero.
522	Why is no one friends with Dracula? Because he's a pain in the neck.
523	A man got hit in the head with a can of Coke, but he was alright because it was a soft drink.
524	What is the leading cause of dry skin? Towels
525	A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”
526	Did you know the first French fries weren't actually cooked in France? They were cooked in Greece.
527	I’ll tell you something about German sausages, they’re the wurst
528	Where did Captain Hook get his hook? From a second hand store.
529	I got fired from a florist, apparently I took too many leaves.
530	Two silk worms had a race. They ended up in a tie.
531	I got fired from the transmission factor, turns out I didn't put on enough shifts...
532	Where do young cows eat lunch? In the calf-ateria.
533	I went to the doctor today and he told me I had type A blood but it was a type O.
534	How does a French skeleton say hello? Bone-jour.
535	Why was the big cat disqualified from the race? Because it was a cheetah.
536	What do prisoners use to call each other? Cell phones.
537	What’s E.T. short for? He’s only got little legs.
538	We all know where the Big Apple is but does anyone know where the Minneapolis?
539	What kind of award did the dentist receive? A little plaque.
540	Got a new suit recently made entirely of living plants. I wasn’t sure at first, but it’s grown on me
541	Do you know where you can get chicken broth in bulk? The stock market.
542	What's orange and sounds like a parrot? A Carrot.
543	A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”
544	What do you get hanging from Apple trees? Sore arms.
545	I thought about going on an all-almond diet. But that's just nuts.
546	I don’t play soccer because I enjoy the sport. I’m just doing it for kicks.
547	People are shocked to discover I have a police record but I love their greatest hits!
548	Today a girl said she recognized me from vegetarian club, but I’m sure I’ve never met herbivore.
549	How do you organize a space party? You planet.
550	How do you make holy water? You boil the hell out of it.
551	"A man is washing the car with his son. The son asks...... ""Dad, can’t you just use a sponge?"""
552	They laughed when I said I wanted to be a comedian – they’re not laughing now.
553	What does an angry pepper do? It gets jalapeño face.
554	Don't buy flowers at a monastery. Because only you can prevent florist friars.
555	"Hostess: Do you have a preference of where you sit?
Dad: Down."
556	Did you hear about the submarine industry? It really took a dive...
557	The biggest knight at King Arthur's round table was Sir Cumference. He acquired his size from eating too much pi.
558	To the person who stole my anti-depressant pills: I hope you're happy now.
559	How do you get a baby alien to sleep?  You rocket.
560	"Why do pirates not know the alphabet? They always get stuck at ""C""."
561	I saw my husband trip and fall while carrying a laundry basket full of ironed clothes. I watched it all unfold.
562	Did you hear about the chameleon who couldn't change color? They had a reptile dysfunction.
563	Why did the house go to the doctor? It was having window panes.
564	I made a playlist for hiking. It has music from Peanuts, The Cranberries, and Eminem. I call it my Trail Mix.
565	What do you call a dictionary on drugs? High definition.
566	A Skeleton walked into a bar he said I need a beer and a mop
567	How do robots eat guacamole? With computer chips.
568	"Today, my son asked ""Can I have a book mark?"" and I burst into tears. 11 years old and he still doesn't know my name is Brian."
569	When does a joke become a dad joke? When it becomes apparent.
570	What’s brown and sounds like a bell? Dung!
571	What has a bed that you can’t sleep in? A river.
572	Why do crabs never give to charity? Because they’re shellfish.
573	What do you call a pig with three eyes? Piiig
574	How do you make a hankie dance? Put a little boogie in it.
575	Sgt.: Commissar! Commissar! The troops are revolting! Commissar: Well, you’re pretty repulsive yourself.
576	The other day I was listening to a song about superglue, it’s been stuck in my head ever since.
577	What don't watermelons get married? Because they cantaloupe.
578	If you’re struggling to think of what to get someone for Christmas. Get them a fridge and watch their face light up when they open it.
579	The great thing about stationery shops is they're always in the same place...
580	Did you hear about the cheese who saved the world? It was Legend-dairy!
581	What do you call cheese by itself? Provolone.
582	How do you fix a broken pizza? With tomato paste.
583	What's red and bad for your teeth? A Brick.
584	I heard there was a new store called Moderation. They have everything there
585	A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement
586	I used to work for a soft drink can crusher. It was soda pressing.
587	Why did the chicken get a penalty? For fowl play.
588	When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!
589	My cat was just sick on the carpet, I don’t think it’s feline well.
590	Why did the burglar hang his mugshot on the wall? To prove that he was framed!
591	I dreamed about drowning in an ocean made out of orange soda last night. It took me a while to work out it was just a Fanta sea.
592	I had a dream that I was a muffler last night. I woke up exhausted!
593	"A dad washes his car with his son. But after a while, the son says, ""why can't you just use a sponge?"""
594	Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you.
595	My boss told me to have a good day. So I went home...
596	Why do we tell actors to “break a leg?” Because every play has a cast.
597	I broke my finger at work today, on the other hand I'm completely fine.
598	I went to a book store and asked the saleswoman where the Self Help section was, she said if she told me it would defeat the purpose.
599	How does a scientist freshen their breath? With experi-mints!
600	What has ears but cannot hear? A field of corn.
601	People who don't eat gluten are really going against the grain.
602	Sore throats are a pain in the neck!
603	How did Darth Vader know what Luke was getting for Christmas? He felt his presents.
604	"What's the difference between a seal and a sea lion?
An ion! "
605	I think circles are pointless.
606	What did the Dorito farmer say to the other Dorito farmer? Cool Ranch!
607	A ghost walks into a bar and asks for a glass of vodka but the bar tender says, “sorry we don’t serve spirits”
608	You know what they say about cliffhangers...
609	Why do wizards clean their teeth three times a day? To prevent bat breath!
610	Someone asked me, what's the ninth letter of the alphabet? It was a complete guess, but I was right.
611	Feeling pretty proud of myself. The Sesame Street puzzle I bought said 3-5 years, but I finished it in 18 months.
612	A termite walks into a bar and asks “Is the bar tender here?”
613	Why are fish so smart? Because they live in schools!
614	How does the moon cut his hair? Eclipse it.
615	Why did the worker get fired from the orange juice factory? Lack of concentration.
616	I couldn't get a reservation at the library. They were completely booked.
617	Dad, can you put my shoes on? I don't think they'll fit me.
618	How do you get two whales in a car? Start in England and drive West.
619	What do you call an Argentinian with a rubber toe? Roberto
620	I tried taking some high resolution photos of local farmland, but they all turned out a bit grainy.
621	What did the ocean say to the shore? Nothing, it just waved.
622	I went to the zoo the other day, there was only one dog in it. It was a shitzu.
623	"Someone asked me to name two structures that hold water. I said ""Well dam"""
624	I gave all my dead batteries away today, free of charge.
625	Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
626	Why didn't the number 4 get into the nightclub? Because he is 2 square.
627	What do you call a sheep with no legs? A cloud.
628	Why did the m&m go to school? Because it wanted to be a Smartie!
629	Did you hear that David lost his ID in prague? Now we just have to call him Dav.
630	My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy.
631	Why are basketball players messy eaters? Because they are always dribbling.
632	Why do mathematicians hate the U.S.? Because it's indivisible.
633	I knew i shouldn’t have ate that seafood. Because now i’m feeling a little… Eel
634	Past, present, and future walked into a bar.... It was tense.
635	Did you hear about the bread factory burning down? They say the business is toast.
636	My boss told me that he was going to fire the person with the worst posture. I have a hunch, it might be me.
637	What's black and white and read all over? The newspaper.
638	Why are skeletons so calm? Because nothing gets under their skin.
639	Without geometry life is pointless.
640	“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”
641	"Have you heard about the film ""Constipation"", you probably haven't because it's not out yet."
642	Did you know Albert Einstein was a real person? All this time, I thought he was just a theoretical physicist!
643	I hate perforated lines, they're tearable.
644	I asked the surgeon if I could administer my own anesthetic, they said: go ahead, knock yourself out.
645	Why did the barber win the race? He took a short cut.
646	Why did the octopus beat the shark in a fight? Because it was well armed.
647	What did the doctor say to the gingerbread man who broke his leg? Try icing it.
648	What did the judge say to the dentist? Do you swear to pull the tooth, the whole tooth and nothing but the tooth?
649	"""What time is it?"" I don't know... it keeps changing."
650	You can't trust a ladder. It will always let you down
651	I am so good at sleeping I can do it with my eyes closed!
652	I wouldn't buy anything with velcro. It's a total rip-off.
653	What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.
654	"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
655	I had a rough day, and then somebody went and ripped the front and back pages from my dictionary. It just goes from bad to worse.
656	I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door.
657	Where does batman go to the bathroom? The batroom.
658	Some people say that comedians who tell one too many light bulb jokes soon burn out, but they don't know watt they are talking about. They're not that bright.
659	A bartender broke up with her boyfriend, but he kept asking her for another shot.
660	What do you call a cow on a trampoline? A milk shake!
661	What do you call a nervous javelin thrower? Shakespeare.
662	What do you call an eagle who can play the piano? Talonted!
663	What do you call a boomerang that won't come back? A stick.
664	What do you call a duck that gets all A's? A wise quacker.
665	I used to work for an origami company but they folded.
666	There’s a new type of broom out, it’s sweeping the nation.
667	I just wrote a book on reverse psychology. Do not read it!
668	The shovel was a ground-breaking invention.
669	Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
670	Parallel lines have so much in common. It’s a shame they’ll never meet.
671	The best time on a clock is 6:30--hands down.
672	What do you call a magician who has lost their magic? Ian.
673	Why do fish live in salt water? Because pepper makes them sneeze!
674	When do doctors get angry? When they run out of patients.
675	A man tried to sell me a coffin today. I told him that's the last thing I need.
676	It doesn't matter how much you push the envelope. It will still be stationary.
677	What did the shy pebble wish for? That she was a little boulder.
678	Why did the belt go to prison? He held up a pair of pants!
679	Wife told me to take the spider out instead of killing it... We had some drinks, cool guy, wants to be a web developer.
680	What cheese can never be yours? Nacho cheese.
681	What is a vampire's favorite fruit? A blood orange.
682	A cannibal is someone who is fed up with people.
683	"Why did the cookie cry?
Because his mother was a wafer so long"
684	Want to hear my pizza joke? Never mind, it's too cheesy.
685	What did the grape do when he got stepped on? He let out a little wine.
686	What did the 0 say to the 8? Nice belt.
687	Why was the picture sent to prison? It was framed.
688	Two peanuts were walking down the street. One was a salted.
689	I burned 2000 calories today, I left my food in the oven for too long.
690	"Cosmetic surgery used to be such a taboo subject.
Now you can talk about Botox and nobody raises an eyebrow."
691	How can you tell a vampire has a cold? They start coffin.
692	At the boxing match, the dad got into the popcorn line and the line for hot dogs, but he wanted to stay out of the punchline.
693	"""Hey, dad, did you get a haircut?"" ""No, I got them all cut."""
694	Why is there always a gate around cemeteries? Because people are always dying to get in.
695	"I asked a frenchman if he played video games. He said ""Wii"""
696	My dentist is the best, he even has a little plaque!
697	So, I heard this pun about cows, but it’s kinda offensive so I won’t say it. I don’t want there to be any beef between us. 
698	What do Alexander the Great and Winnie the Pooh have in common? Same middle name.
699	What kind of music do planets listen to? Nep-tunes.
700	Shout out to my grandma, that's the only way she can hear.
